-9.11871, 38.61401, "F120387477"
-9.16377, 38.64453, "F120387478"
-9.25839, 38.71341, "F120387479"
-9.25055, 38.71862, "F120387480"
-9.19028, 38.72542, "F120387481"
-9.10929, 38.79875, "F120387482"
-9.10143, 38.81542, "F120387483"
-8.92578, 39.11334, "F120387484"
-8.48701, 40.19413, "F120387485"
-7.65392, 40.61410, "F120387486"
-8.13597, 40.69355, "F120387487"
-8.59387, 41.18527, "F120387488"
-8.59036, 41.19539, "F120387489"
-8.50651, 41.19715, "F120387490"
-8.69840, 41.30928, "F120387491"
-8.23893, 37.21195, "F120390453"
-7.84597, 40.63425, "F120390482"
