-9.30429, 38.76581, "F100387448"
-7.77588, 41.10530, "F100387466"
-7.77219, 41.14029, "F100387467"
-8.28140, 40.68031, "F100387468"
-8.17054, 40.68110, "F100387469"
-8.24386, 40.68836, "F100387470"
-9.23184, 38.71669, "F100387471"
-9.19979, 38.86665, "F100387472"
-9.25548, 38.74875, "F100387473"
-8.76043, 41.41285, "F100387475"
-8.43581, 39.49064, "F100387476"
-8.37216, 41.41023, "F100390405"
-8.37640, 41.40861, "F100390406"
-8.61644, 41.08550, "F100390469"
-8.62343, 41.08324, "F100390470"
