-7.87246, 38.01848, "M030387498"
-9.22225, 38.73467, "M030387500"
-8.79255, 39.16845, "M030387503"
-7.04176, 41.17702, "M030387505"
-8.83486, 41.69487, "M030387506"
-9.11923, 38.76766, "M030390001"
-9.12675, 38.77714, "M030390005"
-9.12991, 38.76443, "M030390006"
-9.11387, 38.72431, "M030390027"
-9.11743, 38.74381, "M030390073"
-9.14169, 38.85570, "M030390188"
-9.14118, 38.74070, "M030390195"
-7.85741, 38.00609, "M030390199"
-9.21846, 38.70057, "M030390403"
-9.18981, 38.73090, "M030390409"
