-9.39972, 38.73966, "M100390138"
-9.38964, 38.75058, "M100389479"
-9.37416, 38.76471, "M100389481"
-9.33728, 38.86422, "M100389484"
-9.29646, 38.76214, "M100389960"
-9.25509, 39.33154, "M100389493"
-9.22996, 38.93729, "M100390339"
-9.22640, 38.80969, "M100389482"
-9.22032, 38.74111, "M100389476"
-9.21548, 38.92269, "M100390068"
-9.21314, 38.92007, "M100390299"
-9.19978, 38.87654, "M100390308"
-9.19753, 38.88189, "M100389488"
-9.19693, 38.86370, "M100389483"
-9.06886, 38.87158, "M100389974"
-9.03588, 38.62437, "M100389474"
-9.03557, 38.62324, "M100389473"
-9.03225, 38.61865, "M100389472"
-9.03061, 38.61778, "M100389471"
-9.02571, 38.61158, "M100389470"
-9.01924, 38.60925, "M100389469"
-8.98548, 38.96267, "M100390048"
-8.91525, 39.11818, "M100389490"
-8.66738, 39.19834, "M100389492"
-8.65347, 39.19261, "M100389491"
-8.59026, 38.47336, "M100389466"
-8.57602, 38.46110, "M100389465"
-8.41695, 38.07967, "M100389464"
-8.07323, 37.71511, "M100389461"
-8.06325, 37.72602, "M100389462"
-8.03670, 37.75463, "M100389463"
-9.12511, 39.44130, "M100389494"
-9.00006, 39.60983, "M100389495"
-8.70435, 40.62831, "M100390206"
-8.65027, 39.93582, "M100389496"
-8.55807, 40.05601, "M100389497"
-8.49612, 40.13366, "M100389498"
-8.48048, 40.27515, "M100389499"
-8.44315, 40.25362, "M100389500"
-8.44202, 39.48991, "M100389501"
-8.43598, 40.23431, "M100390253"
-8.42119, 39.51202, "M100389503"
-8.42025, 40.66501, "M100389504"
-8.31908, 40.30297, "M100389507"
-8.29302, 40.27981, "M100389508"
-8.28710, 40.27766, "M100389509"
-8.22022, 39.48472, "M100389510"
-8.20767, 40.34786, "M100389511"
-8.07196, 40.52809, "M100390330"
-8.05931, 40.53568, "M100389514"
-8.05473, 40.54454, "M100389515"
-8.05374, 40.54786, "M100389516"
-7.97580, 40.60393, "M100390336"
-7.97522, 40.45217, "M100389517"
-7.46711, 40.02647, "M100389520"
-7.42214, 40.62957, "M100389521"
-7.35760, 40.62979, "M100389989"
-7.31221, 40.64180, "M100390297"
-7.28250, 40.63888, "M100389522"
-7.25285, 40.57996, "M100389523"
-7.03349, 40.60444, "M100389870"
-6.96260, 40.60399, "M100389524"
-6.88921, 40.61312, "M100389525"
-8.49456, 40.68148, "M100390039"
-8.54643, 40.68964, "M100390306"
-8.60217, 40.93393, "M100389526"
-8.60426, 40.95027, "M100390096"
-8.46671, 40.96913, "M100389566"
-8.54068, 41.01003, "M100389864"
-8.58930, 41.01142, "M100390160"
-8.62439, 41.08285, "M100389536"
-8.59168, 41.09651, "M100389540"
-8.59763, 41.10048, "M100389944"
-8.59763, 41.10076, "M100389945"
-8.57356, 41.12468, "M100389559"
-8.47591, 41.18797, "M100389564"
-8.48263, 41.19252, "M100389563"
-8.68509, 41.19773, "M100389541"
-8.62030, 41.20378, "M100389542"
-8.65551, 41.21629, "M100389545"
-8.52434, 41.23007, "M100389560"
-8.69518, 41.23129, "M100389546"
-8.49467, 41.24046, "M100389562"
-8.69709, 41.25048, "M100389547"
-8.70147, 41.25984, "M100389548"
-8.70144, 41.26421, "M100389549"
-8.50048, 41.40457, "M100389561"
-8.75829, 41.41548, "M100389953"
-8.77109, 41.59643, "M100389552"
-8.77531, 41.60077, "M100389553"
-8.79530, 41.74216, "M100389933"
-8.79819, 41.82174, "M100389556"
-8.78120, 41.84271, "M100390099"
-8.77709, 41.88673, "M100389558"
-8.65500, 41.91929, "M100389958"
-8.46481, 41.23197, "M100390208"
-8.46418, 41.47331, "M100389977"
-8.46075, 41.48179, "M100389567"
-8.45212, 41.18416, "M100389568"
-8.44763, 40.67716, "M100390351"
-8.44454, 41.59842, "M100389569"
-8.44255, 41.59660, "M100389570"
-8.43694, 41.58769, "M100389954"
-8.43189, 41.57595, "M100389573"
-8.40488, 41.25518, "M100390067"
-8.39900, 40.66611, "M100389506"
-8.32052, 41.28311, "M100390276"
-8.31673, 41.20128, "M100390192"
-8.31322, 41.20185, "M100390191"
-8.28773, 41.21172, "M100389576"
-8.28463, 40.67750, "M100389961"
-8.26869, 40.68661, "M100389577"
-8.23147, 41.22633, "M100390147"
-8.22480, 41.33784, "M100389578"
-8.20675, 41.33991, "M100389579"
-8.19325, 40.68251, "M100389580"
-8.17798, 40.68209, "M100389582"
-8.16481, 40.68050, "M100390296"
-7.93637, 41.26807, "M100390107"
-7.63463, 41.32491, "M100389585"
-7.61408, 41.34126, "M100389586"
-7.33582, 40.74596, "M100389587"
-7.32666, 40.72341, "M100389588"
-7.31950, 40.71692, "M100389589"
-7.31539, 40.68024, "M100389590"
-7.31431, 40.68162, "M100389591"
-7.11067, 41.52184, "M100389991"
