-9.17822, 38.74152, "F080387441"
-9.18251, 38.74333, "F080387442"
-9.26226, 38.74749, "F080387444"
-9.12180, 38.74808, "F080387445"
-9.12036, 38.74827, "F080387446"
-9.14010, 38.76299, "F080387447"
-9.12367, 38.77830, "F080387449"
-9.18010, 38.78349, "F080387450"
-7.86057, 40.64797, "F080387451"
-7.86750, 40.65119, "F080387452"
-8.61773, 40.99689, "F080387453"
-8.62454, 41.02742, "F080387454"
-8.58210, 41.16001, "F080387455"
-8.33254, 41.42880, "F080387456"
-8.62171, 41.17362, "F080387460"
-8.57975, 41.14768, "F080387461"
-8.62955, 41.17244, "F080387462"
-8.63490, 41.17147, "F080387463"
-8.59619, 41.17193, "F080387464"
-8.63475, 41.07938, "F080387474"
-9.12283, 38.77782, "F080390352"
-9.14156, 38.76310, "F080390365"
-8.58138, 41.15277, "F080390400"
-8.58155, 41.07898, "F080390410"
-8.57999, 41.07441, "F080390411"
-8.62409, 41.11997, "F080390412"
-8.57903, 41.09201, "F080390475"
-9.16892, 38.79202, "F080390478"
