-9.38099, 38.69731, "M070388951"
-9.36098, 38.68885, "M070388949"
-9.31450, 38.68360, "M070388946"
-9.31316, 38.68495, "M070388947"
-9.31038, 38.68545, "M070388948"
-9.29941, 38.69007, "M070388950"
-9.27767, 38.69880, "M070388952"
-9.26220, 38.70475, "M070388960"
-9.26077, 38.70242, "M070388961"
-9.24830, 38.69960, "M070388962"
-9.22862, 38.64831, "M070388936"
-9.17485, 38.67924, "M070390298"
-9.17463, 38.67595, "M070388943"
-9.17107, 38.66227, "M070390305"
-9.05477, 38.65480, "M070388939"
-9.05100, 38.64971, "M070388937"
-9.04901, 38.64549, "M070388935"
-8.77850, 38.56466, "M070388931"
-8.75511, 38.56937, "M070388933"
-8.59625, 38.48015, "M070388930"
-8.43376, 38.66619, "M070388942"
-8.43206, 38.66460, "M070388941"
-8.40233, 38.04993, "M070388929"
-8.29482, 38.58404, "M070388934"
-8.28527, 37.12863, "M070388924"
-8.26166, 38.65035, "M070388938"
-8.25093, 37.60181, "M070388927"
-8.24551, 37.61313, "M070389879"
-8.01113, 37.08222, "M070388923"
-7.97417, 37.06624, "M070388922"
-7.95878, 37.05600, "M070388919"
-7.88155, 37.02713, "M070388918"
-7.85747, 37.82725, "M070388928"
-7.81187, 37.06414, "M070388920"
-7.81158, 37.06573, "M070388921"
-7.80791, 38.52646, "M070390290"
-7.49222, 37.33472, "M070388926"
-7.48917, 37.33306, "M070388925"
-9.39898, 38.83685, "M070388953"
-9.34973, 38.94399, "M070388955"
-9.34835, 38.95774, "M070388956"
-9.33925, 38.71699, "M070390133"
-9.27770, 39.02841, "M070388957"
-9.27717, 39.16506, "M070388958"
-9.20513, 38.73856, "M070388963"
-9.17782, 38.70875, "M070390337"
-8.98434, 38.96377, "M070388966"
-8.95584, 39.24270, "M070388967"
-8.92794, 39.17198, "M070388968"
-8.92400, 39.16966, "M070388969"
-8.91931, 39.16479, "M070388970"
-8.88123, 39.67199, "M070388995"
-8.88097, 38.82885, "M070388971"
-8.83544, 39.53765, "M070388992"
-8.83512, 39.65223, "M070388993"
-8.83444, 39.68452, "M070388996"
-8.83253, 39.68769, "M070388997"
-8.82716, 39.66147, "M070388994"
-8.70694, 39.21167, "M070388972"
-8.69695, 39.13665, "M070388973"
-8.69477, 39.22194, "M070388974"
-8.61880, 39.15216, "M070388975"
-8.14643, 39.09903, "M070388976"
-7.98128, 38.71971, "M070388977"
-7.63611, 39.48078, "M070389054"
-7.62870, 38.84037, "M070388978"
-7.62267, 38.84391, "M070388979"
-7.56668, 38.83526, "M070388980"
-7.54638, 39.35596, "M070388981"
-7.45618, 39.30111, "M070388982"
-7.45617, 39.35138, "M070388983"
-7.44608, 39.25873, "M070388984"
-7.43476, 39.27733, "M070388985"
-7.39583, 39.24194, "M070388986"
-7.16822, 38.88720, "M070388988"
-7.14399, 38.88063, "M070388989"
-8.50253, 39.90452, "M070388998"
-8.40520, 39.92118, "M070389030"
-8.58348, 40.01395, "M070389000"
-8.44731, 40.07511, "M070389001"
-8.85620, 40.11878, "M070389002"
-8.84976, 40.13613, "M070389004"
-8.84676, 40.13785, "M070389005"
-8.82969, 40.17422, "M070389006"
-8.82840, 40.17744, "M070389007"
-8.82920, 40.18311, "M070389008"
-8.82984, 40.18671, "M070389009"
-8.42149, 40.19270, "M070389027"
-8.82801, 40.20297, "M070389010"
-8.39449, 40.21604, "M070390254"
-8.39522, 40.21930, "M070389033"
-8.40320, 40.22399, "M070389032"
-8.40580, 40.22436, "M070389029"
-8.41638, 40.22616, "M070389028"
-8.74489, 40.37719, "M070389011"
-8.74273, 40.38561, "M070389012"
-8.46944, 40.63861, "M070389014"
-8.55721, 40.68810, "M070389016"
-8.48735, 40.91451, "M070389017"
-8.56030, 41.15728, "M070389018"
-8.64359, 41.16818, "M070390100"
-8.64442, 41.16920, "M070390101"
-8.65160, 41.17461, "M070390102"
-8.62492, 41.18639, "M070389019"
-8.62799, 41.19730, "M070389020"
-8.62742, 41.19799, "M070390150"
-8.62733, 41.20183, "M070389021"
-8.62710, 41.20575, "M070389022"
-8.62681, 41.21798, "M070389023"
-8.66063, 41.22170, "M070389024"
-8.41383, 41.52809, "M070389926"
-8.63119, 41.53752, "M070389966"
-8.42404, 41.55780, "M070389025"
-8.74298, 41.61365, "M070389026"
-8.04676, 39.78714, "M070390269"
-8.36037, 39.89490, "M070389037"
-8.14338, 39.90607, "M070390069"
-8.39007, 39.92450, "M070389034"
-7.46571, 40.06909, "M070389057"
-8.18468, 40.34844, "M070390359"
-8.18889, 40.35068, "M070390348"
-7.88876, 40.51184, "M070389051"
-7.87871, 40.56935, "M070389052"
-7.20443, 40.59825, "M070389059"
-7.94009, 40.62803, "M070389050"
-6.97121, 40.63965, "M070389062"
-7.15709, 40.68356, "M070389060"
-8.08404, 40.68521, "M070390239"
-8.11488, 40.69259, "M070390212"
-7.80313, 40.72601, "M070389053"
-6.91013, 40.73476, "M070389063"
-7.00797, 40.74516, "M070389061"
-7.58083, 41.15805, "M070389055"
-7.63672, 41.26619, "M070390258"
-7.08223, 41.27585, "M070389454"
-8.22721, 41.33769, "M070389042"
-8.17579, 41.34934, "M070389048"
-8.30721, 41.44768, "M070390153"
-8.21561, 41.45105, "M070389044"
-8.21303, 41.45158, "M070389045"
-8.19604, 41.45396, "M070389046"
-8.29679, 41.45405, "M070389038"
-8.28573, 41.45478, "M070389040"
-8.29484, 41.45481, "M070389937"
-8.28759, 41.45541, "M070390204"
-8.19283, 41.45551, "M070389047"
-8.22265, 41.45663, "M070389043"
-8.37508, 41.50288, "M070389035"
-7.25343, 41.53936, "M070389058"
-8.36931, 41.56991, "M070389036"
-7.48403, 41.72256, "M070389056"
-8.28097, 42.10800, "M070389041"
