-16.90089, 32.65394, "M050390095"
-16.89414, 32.64808, "M050390291"
-9.44401, 38.72833, "M050390163"
-9.43356, 38.70090, "M050387705"
-9.41909, 38.97705, "M050387764"
-9.41902, 38.99750, "M050387869"
-9.41005, 38.70234, "M050390242"
-9.40950, 39.03677, "M050387870"
-9.40115, 38.70356, "M050387707"
-9.39166, 38.92748, "M050387761"
-9.39095, 38.85971, "M050387753"
-9.39086, 38.74960, "M050387708"
-9.38958, 38.92439, "M050387760"
-9.38789, 38.92271, "M050387759"
-9.38723, 38.75997, "M050387709"
-9.38701, 39.07397, "M050387871"
-9.38562, 38.76641, "M050387710"
-9.38385, 38.76906, "M050387711"
-9.38179, 38.91001, "M050387757"
-9.37820, 38.77846, "M050387746"
-9.37683, 39.36730, "M050387889"
-9.32179, 38.69444, "M050387713"
-9.35892, 38.75910, "M050387712"
-9.33637, 38.80099, "M050387747"
-9.32119, 38.80262, "M050390304"
-9.37511, 38.80270, "M050387748"
-9.36860, 38.80390, "M050387749"
-9.35440, 38.83892, "M050387751"
-9.32339, 38.85070, "M050387752"
-9.32643, 38.86052, "M050387754"
-9.37486, 38.89379, "M050387755"
-9.37479, 38.89980, "M050387756"
-9.32210, 38.92082, "M050387758"
-9.33025, 38.94727, "M050387762"
-9.33060, 38.94904, "M050387763"
-9.36513, 39.08521, "M050387873"
-9.34638, 39.09878, "M050387874"
-9.37267, 39.11742, "M050387872"
-9.32482, 39.27402, "M050387893"
-9.36314, 39.35513, "M050387892"
-9.37286, 39.35823, "M050387890"
-9.37056, 39.36187, "M050387891"
-9.23413, 38.64642, "M050387716"
-9.20983, 38.69432, "M050390281"
-9.20710, 38.69449, "M050390326"
-9.20467, 38.69516, "M050390341"
-9.22236, 38.69534, "M050390023"
-9.21596, 38.70765, "M050390021"
-9.29992, 38.70927, "M050387714"
-9.21084, 38.71576, "M050390241"
-9.28171, 38.73651, "M050387715"
-9.21317, 38.75891, "M050387719"
-9.25258, 38.76420, "M050390300"
-9.20871, 38.77126, "M050387765"
-9.20455, 38.77390, "M050387766"
-9.22971, 38.77681, "M050387767"
-9.26525, 38.78699, "M050390369"
-9.22878, 38.79606, "M050387774"
-9.31130, 38.83781, "M050387778"
-9.29900, 38.86590, "M050387779"
-9.29710, 38.86920, "M050387780"
-9.24970, 38.87670, "M050387781"
-9.22127, 38.90453, "M050387783"
-9.22476, 38.91012, "M050389850"
-9.31104, 38.93154, "M050387784"
-9.25876, 38.95758, "M050387785"
-9.26268, 38.96675, "M050390350"
-9.28047, 38.98507, "M050387878"
-9.27479, 39.01167, "M050387879"
-9.26719, 39.05071, "M050387881"
-9.26174, 39.05196, "M050387882"
-9.25760, 39.05320, "M050387883"
-9.24813, 39.09964, "M050387885"
-9.22926, 39.14778, "M050387887"
-9.27397, 39.19026, "M050387880"
-9.28338, 39.20861, "M050390283"
-9.28380, 39.21004, "M050387876"
-9.25222, 39.23020, "M050387884"
-9.30328, 39.23644, "M050387875"
-9.31639, 39.29778, "M050387895"
-9.32083, 39.30528, "M050387894"
-9.30730, 39.33570, "M050387896"
-9.23740, 39.33795, "M050387897"
-9.21574, 39.34267, "M050387898"
-9.17111, 38.58394, "M050390203"
-9.14343, 38.59623, "M050387642"
-9.13938, 38.60043, "M050387643"
-9.13286, 38.63678, "M050387644"
