-9.33986, 38.77842, "M040387516"
-9.27909, 38.73602, "M040387513"
-9.27896, 38.73527, "M040387512"
-9.27887, 38.73740, "M040387514"
-9.27845, 38.73866, "M040387515"
-9.20705, 38.70408, "M040390049"
-9.20589, 38.70762, "M040390222"
-9.19794, 38.80563, "M040387517"
-9.18914, 38.69819, "M040390190"
-9.18357, 38.74933, "M040390112"
-9.18034, 38.85104, "M040390083"
-9.16966, 38.76324, "M040390058"
-9.16307, 38.74445, "M040389948"
-9.16291, 38.78056, "M040390043"
-9.16012, 38.77101, "M040390399"
-9.15278, 38.78330, "M040390240"
-9.14301, 38.74110, "M040390349"
-9.13204, 38.83207, "M040390205"
-9.11356, 38.73972, "M040390033"
-9.11272, 38.76630, "M040390224"
-9.04714, 38.59933, "M040387508"
-9.00351, 39.00403, "M040387518"
-8.99843, 39.23379, "M040390344"
-8.86262, 37.95861, "M040387507"
-8.79839, 39.17872, "M040387519"
-9.13579, 39.41833, "M040387520"
-8.86093, 40.15715, "M040387526"
-8.82076, 40.14498, "M040387525"
-8.66143, 41.18391, "M040387538"
-8.64275, 40.63496, "M040387532"
-8.64243, 40.63619, "M040390219"
-8.63427, 39.91674, "M040387523"
-8.63411, 39.91874, "M040387524"
-8.62863, 39.90929, "M040387522"
-8.62440, 40.55761, "M040387530"
-8.59748, 40.71495, "M040389852"
-8.56315, 41.04305, "M040390335"
-8.56059, 40.62770, "M040387531"
-8.48186, 40.89392, "M040387536"
-8.43647, 40.20788, "M040387527"
-8.40719, 40.21978, "M040387528"
-8.37528, 41.26966, "M040387539"
-7.97579, 40.71475, "M040389955"
-7.91009, 40.66484, "M040387534"
-7.89048, 41.15872, "M040387537"
-7.86359, 40.64291, "M040387533"
-7.79461, 40.66834, "M040387535"
-7.73220, 41.29773, "M040387540"
-7.50566, 39.81939, "M040387521"
-7.24705, 40.55851, "M040390260"
